symbol,baseCurrency,quoteCurrency,status,displayName,fxStablecoin,maxSlippagePercentage,postOnly,limitOnly,cancelOnly,tradingDisabled,statusMessage,auctionMode,exchange,type,trading_type
FIL-EUR,FIL,EUR,online,FIL-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BLAST-USD,BLAST,USD,online,BLAST/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SAFE-USD,SAFE,USD,online,SAFE/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AXL-USD,AXL,USD,online,AXL-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
XRP-USD,XRP,USD,online,XRP-USD,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
WAXL-USD,WAXL,USD,online,WAXL-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LOKA-USD,LOKA,USD,online,LOKA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DASH-USD,DASH,USD,online,DASH-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ZETACHAIN-USD,ZETACHAIN,USD,online,ZETACHAIN/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
XTZ-BTC,XTZ,BTC,online,XTZ-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MINA-USD,MINA,USD,online,MINA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
EIGEN-USD,EIGEN,USD,online,EIGEN/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AIOZ-USD,AIOZ,USD,online,AIOZ-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LSETH-USD,LSETH,USD,online,LSETH-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ZORA-USD,ZORA,USD,online,ZORA/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
S-USD,S,USD,online,S/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AST-USD,AST,USD,online,AST-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DOGE-EUR,DOGE,EUR,online,DOGE-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MASK-USD,MASK,USD,online,MASK-USD,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
FIL-BTC,FIL,BTC,online,FIL-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
1INCH-EUR,1INCH,EUR,online,1INCH-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETH-GBP,ETH,GBP,online,ETH-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
OSMO-USD,OSMO,USD,online,OSMO-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BTC-EUR,BTC,EUR,online,BTC-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
TRAC-USD,TRAC,USD,online,TRAC-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
STX-USDT,STX,USDT,online,STX-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
COMP-BTC,COMP,BTC,online,COMP-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ACS-USD,ACS,USD,online,ACS-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MATIC-USD,MATIC,USD,online,MATIC-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MATH-USD,MATH,USD,online,MATH-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
IDEX-USD,IDEX,USD,online,IDEX-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
1INCH-GBP,1INCH,GBP,online,1INCH-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
STORJ-USD,STORJ,USD,online,STORJ-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
GIGA-USD,GIGA,USD,online,GIGA/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
TRU-USD,TRU,USD,online,TRU-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SHPING-USD,SHPING,USD,online,SHPING-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MOODENG-USD,MOODENG,USD,online,MOODENG/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SOL-USDT,SOL,USDT,online,SOL-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
A8-USD,A8,USD,online,A8/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
NEWT-USD,NEWT,USD,online,NEWT/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DOT-USDT,DOT,USDT,online,DOT-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BADGER-USD,BADGER,USD,online,BADGER-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ANKR-GBP,ANKR,GBP,online,ANKR-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
IMX-USD,IMX,USD,online,IMX-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AVT-USD,AVT,USD,online,AVT-USD,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
RARE-USD,RARE,USD,online,RARE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SUSHI-USD,SUSHI,USD,online,SUSHI-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
WELL-USD,WELL,USD,online,WELL/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ASM-USD,ASM,USD,online,ASM-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PERP-USD,PERP,USD,online,PERP-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PENGU-USD,PENGU,USD,online,PENGU/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
FIS-USD,FIS,USD,online,FIS-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
RSR-USD,RSR,USD,online,RSR/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BCH-BTC,BCH,BTC,online,BCH-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AXS-USD,AXS,USD,online,AXS-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LTC-BTC,LTC,BTC,online,LTC-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CORECHAIN-USD,CORECHAIN,USD,online,CORECHAIN/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CTX-USD,CTX,USD,online,CTX-USD,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
BCH-USD,BCH,USD,online,BCH-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
TREE-USD,TREE,USD,online,TREE/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SEI-USD,SEI,USD,online,SEI-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DIA-USD,DIA,USD,online,DIA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
GNO-USD,GNO,USD,online,GNO-USD,False,0.03000000,False,True,False,False,,False,coinbase,spot,现货
FIL-GBP,FIL,GBP,online,FIL-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SPA-USD,SPA,USD,online,SPA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
TRB-USD,TRB,USD,online,TRB-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
EURC-USDC,EURC,USDC,online,EURC/USDC,True,0.01000000,False,True,False,False,,False,coinbase,spot,现货
USDT-GBP,USDT,GBP,online,USDT-GBP,True,0.01000000,False,False,False,False,,False,coinbase,spot,现货
KSM-USD,KSM,USD,online,KSM-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DIMO-USD,DIMO,USD,online,DIMO-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CRO-USDT,CRO,USDT,online,CRO-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MKR-USD,MKR,USD,online,MKR-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SNX-GBP,SNX,GBP,online,SNX-GBP,False,0.03000000,False,True,False,False,,False,coinbase,spot,现货
SUPER-USD,SUPER,USD,online,SUPER-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
00-USD,00,USD,online,00-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AERO-USD,AERO,USD,online,AERO-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
OMNI-USD,OMNI,USD,online,OMNI/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MINA-USDT,MINA,USDT,online,MINA-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
XRP-EUR,XRP,EUR,online,XRP-EUR,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
ZK-USD,ZK,USD,online,ZK/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PUNDIX-USD,PUNDIX,USD,online,PUNDIX-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MATIC-GBP,MATIC,GBP,online,MATIC-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LRC-USDT,LRC,USDT,online,LRC-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
FET-USD,FET,USD,online,FET-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
APE-USD,APE,USD,online,APE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SHDW-USD,SHDW,USD,online,SHDW/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ATOM-USDT,ATOM,USDT,online,ATOM-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SHIB-GBP,SHIB,GBP,online,SHIB-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
APT-USD,APT,USD,online,APT-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
C98-USD,C98,USD,online,C98-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
USDC-EUR,USDC,EUR,online,USDC-EUR,True,0.01000000,False,True,False,False,,False,coinbase,spot,现货
ZEC-USD,ZEC,USD,online,ZEC-USD,False,0.03000000,False,True,False,False,,False,coinbase,spot,现货
API3-USD,API3,USD,online,API3-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETC-GBP,ETC,GBP,online,ETC-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
TURBO-USD,TURBO,USD,online,TURBO/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PYR-USD,PYR,USD,online,PYR-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
GHST-USD,GHST,USD,online,GHST-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ARPA-USD,ARPA,USD,online,ARPA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DOGE-USDT,DOGE,USDT,online,DOGE-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MORPHO-USD,MORPHO,USD,online,MORPHO/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
FLR-USD,FLR,USD,online,FLR-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ALICE-USD,ALICE,USD,online,ALICE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETHFI-USD,ETHFI,USD,online,ETHFI/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
POWR-USD,POWR,USD,online,POWR-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
YFI-BTC,YFI,BTC,online,YFI-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MANA-USD,MANA,USD,online,MANA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DOT-BTC,DOT,BTC,online,DOT-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LRC-BTC,LRC,BTC,online,LRC-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
USDT-USDC,USDT,USDC,online,USDT-USDC,False,0.01000000,False,True,False,False,,False,coinbase,spot,现货
AAVE-USD,AAVE,USD,online,AAVE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
UNI-USD,UNI,USD,online,UNI-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BCH-EUR,BCH,EUR,online,BCH-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PENDLE-USD,PENDLE,USD,online,PENDLE/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
UNI-EUR,UNI,EUR,online,UNI-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CBETH-ETH,CBETH,ETH,online,cbETH-ETH,True,0.01000000,False,True,False,False,,False,coinbase,spot,现货
UMA-USD,UMA,USD,online,UMA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BERA-USD,BERA,USD,online,BERA/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AUDIO-USD,AUDIO,USD,online,AUDIO-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
DOGE-USD,DOGE,USD,online,DOGE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AAVE-EUR,AAVE,EUR,online,AAVE-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PROMPT-USD,PROMPT,USD,online,PROMPT/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CRV-EUR,CRV,EUR,online,CRV-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
FORT-USD,FORT,USD,online,FORT-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
QI-USD,QI,USD,online,QI-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BAT-EUR,BAT,EUR,online,BAT-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
RLC-USD,RLC,USD,online,RLC-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
XLM-USDT,XLM,USDT,online,XLM-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LINK-USDT,LINK,USDT,online,LINK-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MPLX-USD,MPLX,USD,online,MPLX/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
XTZ-USD,XTZ,USD,online,XTZ-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AXS-USDT,AXS,USDT,online,AXS-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ERA-USD,ERA,USD,online,ERA/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETC-USD,ETC,USD,online,ETC-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SOL-EUR,SOL,EUR,online,SOL-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
OXT-USD,OXT,USD,online,OXT-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ATOM-EUR,ATOM,EUR,online,ATOM-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SNX-EUR,SNX,EUR,online,SNX-EUR,False,0.03000000,False,True,False,False,,False,coinbase,spot,现货
MASK-EUR,MASK,EUR,online,MASK-EUR,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
SOL-BTC,SOL,BTC,online,SOL-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MNDE-USD,MNDE,USD,online,MNDE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SHIB-EUR,SHIB,EUR,online,SHIB-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SQD-USD,SQD,USD,online,SQD/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
EDGE-USD,EDGE,USD,online,EDGE/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
WLD-USD,WLD,USD,online,WLD/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
WCFG-USD,WCFG,USD,online,WCFG-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
FLOKI-USD,FLOKI,USD,online,FLOKI/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SAND-USD,SAND,USD,online,SAND-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
GLM-USD,GLM,USD,online,GLM-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
RENDER-USD,RENDER,USD,online,RENDER/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
IO-USD,IO,USD,online,IO/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
GFI-USD,GFI,USD,online,GFI-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ROSE-USD,ROSE,USD,online,ROSE-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
USDT-EUR,USDT,EUR,online,USDT-EUR,True,0.01000000,False,False,False,False,,False,coinbase,spot,现货
PRO-USD,PRO,USD,online,PRO-USD,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
ICP-EUR,ICP,EUR,online,ICP-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
NMR-USD,NMR,USD,online,NMR-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ATOM-BTC,ATOM,BTC,online,ATOM-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ROSE-USDT,ROSE,USDT,online,ROSE-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
EOS-BTC,EOS,BTC,online,EOS-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SOL-GBP,SOL,GBP,online,SOL-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AMP-USD,AMP,USD,online,AMP-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
HFT-USD,HFT,USD,online,HFT-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CHZ-EUR,CHZ,EUR,online,CHZ-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LTC-EUR,LTC,EUR,online,LTC-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MATIC-EUR,MATIC,EUR,online,MATIC-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ENS-USDT,ENS,USDT,online,ENS-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
VVV-USD,VVV,USD,online,VVV-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
RSC-USD,RSC,USD,online,RSC-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETH-DAI,ETH,DAI,online,ETH-DAI,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BICO-USD,BICO,USD,online,BICO-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CVX-USD,CVX,USD,online,CVX-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SKL-USD,SKL,USD,online,SKL-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
AVAX-USD,AVAX,USD,online,AVAX-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
USDT-USD,USDT,USD,online,USDT-USD,False,0.01000000,False,False,False,False,,False,coinbase,spot,现货
LINK-GBP,LINK,GBP,online,LINK-GBP,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
JASMY-USDT,JASMY,USDT,online,JASMY-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CRO-EUR,CRO,EUR,online,CRO-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LTC-USD,LTC,USD,online,LTC-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETH-USD,ETH,USD,online,ETH-USD,False,0.02000000,False,False,False,False,,False,coinbase,spot,现货
L3-USD,L3,USD,online,L3/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MOG-USD,MOG,USD,online,MOG/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ETC-EUR,ETC,EUR,online,ETC-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
COOKIE-USD,COOKIE,USD,online,COOKIE/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
KERNEL-USD,KERNEL,USD,online,KERNEL/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LINK-EUR,LINK,EUR,online,LINK-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
USDC-GBP,USDC,GBP,online,USDC-GBP,True,0.01000000,False,True,False,False,,False,coinbase,spot,现货
GRT-EUR,GRT,EUR,online,GRT-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
NEON-USD,NEON,USD,online,NEON/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
CELR-USD,CELR,USD,online,CELR-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
PIRATE-USD,PIRATE,USD,online,PIRATE/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
FX-USD,FX,USD,online,FX-USD,False,0.03000000,False,True,False,False,,False,coinbase,spot,现货
ETH-BTC,ETH,BTC,online,ETH-BTC,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BAT-ETH,BAT,ETH,online,BAT-ETH,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ARB-USD,ARB,USD,online,ARB-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
COTI-USD,COTI,USD,online,COTI-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SKY-USD,SKY,USD,online,SKY/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MLN-USD,MLN,USD,online,MLN-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MINA-EUR,MINA,EUR,online,MINA-EUR,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
HIGH-USD,HIGH,USD,online,HIGH-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
LDO-USD,LDO,USD,online,LDO-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
MUSE-USD,MUSE,USD,online,MUSE-USD,False,0.05000000,False,False,False,False,,False,coinbase,spot,现货
POPCAT-USD,POPCAT,USD,online,POPCAT/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
W-USD,W,USD,online,W/USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
ZETA-USD,ZETA,USD,online,ZETA-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
BNT-USD,BNT,USD,online,BNT-USD,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
SAND-USDT,SAND,USDT,online,SAND-USDT,False,0.03000000,False,False,False,False,,False,coinbase,spot,现货
