total_exchanges,baseCurrency,coinbase_spot,coinbase_futures,okx_spot,okx_futures,binance_spot,binance_futures,upbit_spot,upbit_futures,hyperliquid_spot,hyperliquid_futures
1,LRDS,1,0,0,0,0,0,0,0,0,0
1,FCT2,0,0,0,0,0,0,1,0,0,0
1,CTK,0,0,0,0,1,1,0,0,0,0
1,ABT,1,0,0,0,0,0,0,0,0,0
1,PNG,1,0,0,0,0,0,0,0,0,0
1,MSOL,1,0,0,0,0,0,0,0,0,0
1,SATS,0,0,1,0,0,0,0,0,0,0
1,CTX,1,0,0,0,0,0,0,0,0,0
1,RSS3,0,0,1,0,0,0,0,0,0,0
1,TOSHI,1,0,0,0,0,0,0,0,0,0
1,RON,0,0,1,0,0,0,0,0,0,0
1,POKT,0,0,0,0,0,0,1,0,0,0
1,RIO,0,0,1,0,0,0,0,0,0,0
1,BOBA,1,0,0,0,0,0,0,0,0,0
1,XVS,0,0,0,0,1,1,0,0,0,0
1,UTK,0,0,0,0,1,0,0,0,0,0
1,RACA,0,0,1,0,0,0,0,0,0,0
1,SCRT,0,0,0,0,1,1,0,0,0,0
1,PSTAKE,0,0,1,0,0,0,0,0,0,0
1,POR,0,0,1,0,0,0,0,0,0,0
1,SEAM,1,0,0,0,0,0,0,0,0,0
1,POLYDOGE,0,0,1,0,0,0,0,0,0,0
1,BEL,0,0,0,0,1,1,0,0,0,0
1,CBK,0,0,0,0,0,0,1,0,0,0
1,PRO,1,0,0,0,0,0,0,0,0,0
1,FIO,0,0,0,0,1,1,0,0,0,0
1,ALEPH,1,0,0,0,0,0,0,0,0,0
1,OMI,0,0,1,0,0,0,0,0,0,0
1,MVL,0,0,0,0,0,0,1,0,0,0
1,PUNDIAI,0,0,0,0,0,0,1,0,0,0
1,ZETACHAIN,1,0,0,0,0,0,0,0,0,0
1,HONEY,1,0,0,0,0,0,0,0,0,0
1,ASM,1,0,0,0,0,0,0,0,0,0
1,NC,0,0,1,0,0,0,0,0,0,0
1,NAVX,0,0,1,0,0,0,0,0,0,0
1,SUKU,1,0,0,0,0,0,0,0,0,0
1,MNDE,1,0,0,0,0,0,0,0,0,0
1,INTER,0,0,0,0,0,0,1,0,0,0
1,GO,0,0,0,0,0,0,1,0,0,0
1,DEXT,1,0,0,0,0,0,0,0,0,0
1,MUSE,1,0,0,0,0,0,0,0,0,0
1,MENGO,0,0,1,0,0,0,0,0,0,0
1,MAJOR,0,0,1,0,0,0,0,0,0,0
1,PIRATE,1,0,0,0,0,0,0,0,0,0
1,GST,1,0,0,0,0,0,0,0,0,0
1,AVA,0,0,0,0,1,1,0,0,0,0
1,DCR,0,0,0,0,1,0,0,0,0,0
1,LOOKS,0,0,1,0,0,0,0,0,0,0
1,LEO,0,0,1,0,0,0,0,0,0,0
1,MLK,0,0,0,0,0,0,1,0,0,0
1,LAT,0,0,1,0,0,0,0,0,0,0
